Fonc;Pr_NA64;Coef
94;JB0;0.0945684183509986
94;MC2;0.32937097573056
94;NZ1;0.163336369090213
94;NZ3;0.220519293184277
94;NZ4;0.11676585730126
94;PZ0;0.0281999029884296
94;RZ1;1
94;RZ2;0.964710186511577
95;CC2;0.232931506407459
95;CE0;0.00414635988606831
95;CG1;0.0528896067193085
95;CH2;0.0287324608462044
95;CI0;0.0434302920289544
95;CK0;0.0187386960002372
95;CM1;0.0255091856536742
95;JA1;0.838960275966151
95;JA2;0.00185507142030262
96;NZ3;0.73196898665705
100;PZ0;0.810407448595698
111;CA0;0.00393208523373663
111;IZ0;0.778978590888205
112;IZ0;0.221021409111795
121;CC2;0.54459441562532
121;CE0;0.698269418756922
121;CG1;0.0429728054594382
121;CH2;0.0879585547820446
121;CJ0;0.0631835402870104
121;CK0;0.0137901384647315
121;CM1;0.017397570617852
121;SZ3;0.612002244828151
123;CB0;0.0579804569059244
123;CE0;0.00749268604582738
123;CG2;0.09059138086513
123;CH2;0.00110761783566634
123;CI0;0.0699390013448308
123;CJ0;0.00730898179796928
123;CL2;0.0489485852272511
123;CM1;0.178158620642536
123;SZ2;0.0725218046419982
124;NZ2;0.42
124;QB0;1
125;KZ2;1
126;KZ1;1
126;MA1;0.0365188522646431
127;JA1;0.0346416059012405
127;JC0;0.030164533820841
127;LZ0;0.00266540172428142
127;MA1;0.963481147735357
127;NZ4;0.0095041976873119
127;OZ0;1
127;SZ3;0.232658175747006
